shipment_id,dispatch_date,day_of_week,is_weekend,region,transport_mode,carrier,product_category,distance_km,shipment_weight_kg,transportation_cost_usd,promised_delivery_days,delivery_time_days,delay_days,is_delayed,fuel_surcharge_pct,damaged_in_transit,customer_satisfaction
SHP1370,2026-01-12,Monday,False,North,Rail,Carrier A,Consumer Goods,736.4,737.7,73.8,4.5,2.97,-1.53,False,9.4,False,4.0
SHP1371,2026-03-22,Sunday,True,North,Road,Carrier A,Textiles,384.0,185.7,37.25,3.0,2.23,-0.77,False,8.5,False,4.0
SHP1372,2026-03-15,Sunday,True,North,Air,Carrier D,Perishables,1954.3,529.2,477.2,1.5,1.82,0.32,True,11.0,False,4.0
SHP1373,2026-04-08,Wednesday,False,West,Sea,Carrier B,Machinery,2304.5,958.0,242.38,10.0,7.61,-2.39,False,5.8,False,4.5
SHP1374,2026-01-06,Tuesday,False,North,Road,Carrier B,Perishables,274.1,636.5,38.34,3.0,0.74,-2.26,False,10.2,False,4.0
SHP1375,2026-05-16,Saturday,True,South,Road,Carrier B,Consumer Goods,681.4,606.9,58.69,3.0,3.49,0.49,True,8.0,False,4.5
SHP1376,2026-05-05,Tuesday,False,Central,Road,Carrier A,Textiles,447.3,35.5,29.75,3.0,1.7,-1.3,False,7.6,False,4.0
SHP1377,2026-02-20,Friday,False,North,Rail,Carrier A,Textiles,1202.6,188.0,69.21,4.5,3.2,-1.3,False,9.7,False,4.0
SHP1378,2026-01-11,Sunday,True,West,Rail,Carrier B,Electronics,710.4,257.2,92.59,4.5,3.2,-1.3,False,7.7,False,4.0
SHP1379,2026-05-07,Thursday,False,South,Road,Carrier A,Textiles,439.1,168.4,29.6,3.0,1.99,-1.01,False,8.9,False,5.0
SHP1380,2026-05-20,Wednesday,False,North,Road,Carrier A,Consumer Goods,492.9,191.2,31.75,3.0,1.6,-1.4,False,8.3,False,4.5
SHP1381,2026-03-14,Saturday,True,West,Road,Carrier D,Consumer Goods,799.5,258.9,43.74,3.0,3.43,0.43,True,9.1,False,4.5
SHP1382,2026-01-02,Friday,False,West,Rail,Carrier D,Perishables,823.8,858.4,90.53,4.5,2.37,-2.13,False,7.5,False,4.5
SHP1383,2026-01-08,Thursday,False,Central,Road,Carrier C,Perishables,416.7,183.2,35.89,3.0,1.79,-1.21,False,10.4,False,4.0
SHP1384,2026-05-19,Tuesday,False,West,Sea,Carrier D,Consumer Goods,4817.8,953.3,315.44,10.0,12.15,2.15,True,4.4,False,3.0
SHP1385,2026-05-04,Monday,False,West,Road,Carrier A,Consumer Goods,374.0,566.9,38.78,3.0,1.72,-1.28,False,9.8,False,4.0
SHP1386,2026-02-22,Sunday,True,South,Rail,Carrier D,Electronics,999.6,217.0,82.6,4.5,3.66,-0.84,False,4.7,False,5.0
SHP1387,2026-01-10,Saturday,True,North,Road,Carrier A,Textiles,652.2,184.6,40.82,3.0,2.68,-0.32,False,7.0,False,4.5
SHP1388,2026-04-22,Wednesday,False,West,Road,Carrier D,Perishables,334.8,595.4,44.59,3.0,2.19,-0.81,False,9.5,False,3.5
SHP1389,2026-01-08,Thursday,False,West,Air,Carrier D,Consumer Goods,2038.3,690.1,538.91,1.5,1.0,-0.5,False,4.5,False,5.0
SHP1390,2026-02-05,Thursday,False,Central,Rail,Carrier C,Electronics,1510.9,228.5,71.85,4.5,3.45,-1.05,False,8.8,False,4.5
SHP1391,2026-04-16,Thursday,False,South,Sea,Carrier D,Electronics,4605.6,115.6,212.96,10.0,11.62,1.62,True,5.8,False,3.5
SHP1392,2026-01-14,Wednesday,False,South,Road,Carrier B,Consumer Goods,507.0,1107.5,72.19,3.0,1.77,-1.23,False,6.6,False,5.0
SHP1393,2026-03-27,Friday,False,West,Road,Carrier A,Electronics,405.1,185.8,35.11,3.0,1.97,-1.03,False,6.5,False,3.5
SHP1394,2026-05-29,Friday,False,South,Air,Carrier B,Textiles,1377.0,419.3,290.23,1.5,0.54,-0.96,False,5.8,False,4.5
SHP1395,2026-02-19,Thursday,False,Central,Rail,Carrier C,Textiles,554.1,379.8,58.65,4.5,1.96,-2.54,False,5.0,False,4.5
SHP1396,2026-06-16,Tuesday,False,Central,Road,Carrier A,Perishables,751.9,269.4,38.73,3.0,2.85,-0.15,False,12.6,False,3.5
SHP1397,2026-01-20,Tuesday,False,East,Road,Carrier C,Textiles,713.1,254.4,37.23,3.0,1.89,-1.11,False,8.1,False,4.0
SHP1398,2026-03-28,Saturday,True,West,Road,Carrier D,Textiles,318.6,141.6,30.72,3.0,2.24,-0.76,False,6.0,False,4.0
SHP1399,2026-05-15,Friday,False,West,Sea,Carrier A,Electronics,3905.2,235.5,222.17,10.0,10.47,0.47,True,7.4,False,4.5
SHP1400,2026-05-17,Sunday,True,North,Road,Carrier C,Machinery,472.3,870.0,67.23,3.0,3.21,0.21,True,8.6,False,4.0
SHP1401,2026-05-09,Saturday,True,Central,Road,Carrier D,Consumer Goods,686.9,561.2,66.85,3.0,2.4,-0.6,False,7.7,False,4.5
SHP1402,2026-06-03,Wednesday,False,East,Road,Carrier D,Consumer Goods,526.6,283.8,37.67,3.0,1.93,-1.07,False,6.0,False,4.5
SHP1403,2026-06-15,Monday,False,Central,Road,Carrier D,Electronics,445.4,207.1,32.72,3.0,1.75,-1.25,False,6.7,False,5.0
SHP1404,2026-02-07,Saturday,True,South,Road,Carrier B,Electronics,341.7,43.1,32.68,3.0,2.32,-0.68,False,10.9,False,4.5
SHP1405,2026-02-13,Friday,False,Central,Road,Carrier D,Perishables,518.2,1134.7,85.43,3.0,2.21,-0.79,False,5.7,False,4.5
SHP1406,2026-03-27,Friday,False,South,Road,Carrier C,Perishables,380.4,385.9,39.46,3.0,1.91,-1.09,False,4.5,False,4.0
SHP1407,2026-02-13,Friday,False,North,Sea,Carrier A,Textiles,3764.8,624.8,265.16,10.0,9.39,-0.61,False,7.7,False,4.5
SHP1408,2026-03-15,Sunday,True,Central,Road,Carrier B,Machinery,434.8,759.6,50.0,3.0,3.09,0.09,True,4.6,False,5.0
SHP1409,2026-04-29,Wednesday,False,North,Road,Carrier C,Electronics,375.5,95.7,26.38,3.0,1.97,-1.03,False,6.7,False,4.5
SHP1410,2026-05-02,Saturday,True,South,Sea,Carrier A,Electronics,2332.7,75.8,212.22,10.0,7.99,-2.01,False,6.0,False,4.0
SHP1411,2026-05-14,Thursday,False,Central,Rail,Carrier C,Textiles,1080.0,317.0,70.52,4.5,3.34,-1.16,False,6.0,False,5.0
SHP1412,2026-05-25,Monday,False,Central,Road,Carrier C,Machinery,458.5,2772.9,122.18,3.0,1.95,-1.05,False,8.6,False,4.0
SHP1413,2026-02-20,Friday,False,East,Road,Carrier A,Electronics,807.5,112.1,34.26,3.0,2.15,-0.85,False,9.0,False,4.5
SHP1414,2026-02-07,Saturday,True,West,Road,Carrier B,Machinery,243.5,1758.6,76.23,3.0,2.33,-0.67,False,6.9,False,4.5
SHP1415,2026-06-01,Monday,False,East,Rail,Carrier C,Perishables,1118.9,862.3,103.31,4.5,3.3,-1.2,False,8.3,False,4.5
SHP1416,2026-02-20,Friday,False,South,Sea,Carrier B,Consumer Goods,3400.8,170.3,222.55,10.0,8.16,-1.84,False,6.8,False,4.5
SHP1417,2026-01-10,Saturday,True,South,Rail,Carrier A,Consumer Goods,1634.9,363.0,93.32,4.5,4.6,0.1,True,9.3,False,4.0
SHP1418,2026-04-30,Thursday,False,West,Rail,Carrier A,Perishables,1092.1,688.2,90.51,4.5,2.5,-2.0,False,5.5,False,4.0
SHP1419,2026-05-29,Friday,False,West,Air,Carrier B,Perishables,2027.3,452.1,443.69,1.5,1.1,-0.4,False,8.8,True,4.0
SHP1420,2026-03-11,Wednesday,False,West,Road,Carrier D,Textiles,434.0,547.0,41.07,3.0,1.65,-1.35,False,9.0,False,4.0
SHP1421,2026-03-26,Thursday,False,West,Road,Carrier A,Perishables,309.4,328.9,29.07,3.0,1.45,-1.55,False,13.2,False,4.5
SHP1422,2026-02-26,Thursday,False,North,Rail,Carrier C,Machinery,1009.0,2546.9,155.38,4.5,2.56,-1.94,False,5.0,False,4.0
SHP1423,2026-05-06,Wednesday,False,East,Sea,Carrier A,Consumer Goods,1841.2,571.0,236.12,10.0,7.01,-2.99,False,13.8,False,4.0
SHP1424,2026-02-08,Sunday,True,North,Road,Carrier B,Machinery,182.7,756.3,40.71,3.0,2.24,-0.76,False,10.0,False,5.0
SHP1425,2026-02-02,Monday,False,East,Rail,Carrier D,Consumer Goods,1254.4,365.5,83.06,4.5,3.32,-1.18,False,12.2,False,5.0
SHP1426,2026-01-18,Sunday,True,East,Road,Carrier C,Textiles,97.6,288.3,33.72,3.0,0.94,-2.06,False,10.3,False,4.5
SHP1427,2026-02-26,Thursday,False,Central,Road,Carrier A,Electronics,386.1,114.8,26.29,3.0,1.51,-1.49,False,6.6,False,4.5
SHP1428,2026-04-06,Monday,False,South,Road,Carrier B,Consumer Goods,240.2,973.4,50.48,3.0,1.77,-1.23,False,9.8,False,4.0
SHP1429,2026-02-17,Tuesday,False,North,Road,Carrier A,Perishables,369.5,534.9,41.43,3.0,1.65,-1.35,False,7.2,False,4.0
SHP1430,2026-02-11,Wednesday,False,North,Air,Carrier B,Machinery,1929.2,2820.0,1779.27,1.5,1.29,-0.21,False,8.3,False,4.5
SHP1431,2026-01-27,Tuesday,False,West,Road,Carrier C,Perishables,646.9,973.6,82.21,3.0,2.68,-0.32,False,6.2,False,4.5
SHP1432,2026-03-15,Sunday,True,West,Rail,Carrier A,Electronics,1326.2,42.2,69.32,4.5,4.04,-0.46,False,7.1,False,4.5
SHP1433,2026-04-20,Monday,False,North,Air,Carrier A,Consumer Goods,1156.7,144.8,170.67,1.5,0.77,-0.73,False,10.3,False,3.5
SHP1434,2026-06-29,Monday,False,North,Sea,Carrier B,Electronics,2940.8,105.3,216.26,10.0,8.88,-1.12,False,9.4,False,5.0
SHP1435,2026-06-19,Friday,False,West,Road,Carrier D,Consumer Goods,1260.5,545.2,87.44,3.0,4.15,1.15,True,10.5,False,4.0
SHP1436,2026-02-01,Sunday,True,North,Road,Carrier D,Consumer Goods,400.0,175.4,33.28,3.0,2.56,-0.44,False,5.7,False,4.0
SHP1437,2026-01-26,Monday,False,Central,Road,Carrier A,Consumer Goods,273.6,284.4,30.94,3.0,1.28,-1.72,False,4.8,False,4.5
SHP1438,2026-01-25,Sunday,True,West,Sea,Carrier C,Machinery,2641.0,1241.3,292.28,10.0,8.11,-1.89,False,10.7,False,4.0
SHP1439,2026-03-16,Monday,False,North,Sea,Carrier B,Machinery,3207.0,3298.0,366.87,10.0,8.53,-1.47,False,10.6,False,4.0
SHP1440,2026-01-23,Friday,False,North,Road,Carrier B,Consumer Goods,371.5,675.9,43.51,3.0,2.01,-0.99,False,8.9,False,4.0
SHP1441,2026-02-26,Thursday,False,Central,Sea,Carrier C,Perishables,3218.8,1486.5,287.0,10.0,8.51,-1.49,False,9.3,False,4.5
SHP1442,2026-06-29,Monday,False,South,Road,Carrier D,Textiles,445.7,328.9,39.86,3.0,2.32,-0.68,False,10.2,False,5.0
SHP1443,2026-05-06,Wednesday,False,South,Rail,Carrier D,Machinery,890.1,1340.7,133.19,4.5,3.02,-1.48,False,8.9,False,4.5
SHP1444,2026-03-28,Saturday,True,West,Road,Carrier B,Textiles,258.9,263.6,33.2,3.0,2.31,-0.69,False,9.6,False,4.5
SHP1445,2026-01-31,Saturday,True,Central,Air,Carrier B,Textiles,2058.5,301.5,295.25,1.5,1.73,0.23,True,10.1,False,4.5
SHP1446,2026-03-05,Thursday,False,Central,Road,Carrier C,Perishables,474.2,264.3,33.99,3.0,2.15,-0.85,False,8.3,False,4.5
SHP1447,2026-02-02,Monday,False,West,Sea,Carrier A,Textiles,4095.9,394.3,244.55,10.0,10.33,0.33,True,7.8,False,3.5
SHP1448,2026-01-02,Friday,False,South,Air,Carrier B,Consumer Goods,599.9,355.0,173.54,1.5,0.58,-0.92,False,9.3,False,4.0
SHP1449,2026-01-18,Sunday,True,North,Air,Carrier B,Electronics,1909.8,133.1,194.73,1.5,1.16,-0.34,False,13.0,False,4.0
SHP1450,2026-06-24,Wednesday,False,West,Road,Carrier C,Consumer Goods,52.9,285.7,27.74,3.0,1.82,-1.18,False,6.8,False,5.0
SHP1451,2026-06-10,Wednesday,False,East,Road,Carrier A,Machinery,414.9,552.8,47.34,3.0,1.49,-1.51,False,7.6,False,5.0
SHP1452,2026-03-25,Wednesday,False,East,Road,Carrier A,Consumer Goods,581.6,298.2,35.83,3.0,2.37,-0.63,False,5.0,False,4.5
SHP1453,2026-02-04,Wednesday,False,Central,Road,Carrier D,Textiles,659.2,133.6,30.57,3.0,2.01,-0.99,False,9.4,False,4.5
SHP1454,2026-06-28,Sunday,True,North,Road,Carrier A,Consumer Goods,516.9,565.8,60.95,3.0,2.87,-0.13,False,7.4,False,4.5
SHP1455,2026-04-24,Friday,False,East,Sea,Carrier B,Electronics,4310.5,96.0,222.49,10.0,10.96,0.96,True,5.7,False,3.5
SHP1456,2026-05-26,Tuesday,False,North,Rail,Carrier A,Consumer Goods,795.3,877.0,82.63,4.5,2.35,-2.15,False,8.4,False,4.0
SHP1457,2026-04-20,Monday,False,East,Road,Carrier A,Electronics,348.2,99.2,23.64,3.0,1.15,-1.85,False,11.5,False,4.0
SHP1458,2026-03-29,Sunday,True,North,Road,Carrier A,Consumer Goods,988.6,1147.1,140.17,3.0,4.25,1.25,True,7.8,False,4.5
SHP1459,2026-03-13,Friday,False,North,Road,Carrier A,Consumer Goods,615.4,651.0,59.61,3.0,2.01,-0.99,False,8.0,False,4.5
SHP1460,2026-05-05,Tuesday,False,North,Rail,Carrier D,Perishables,489.5,503.0,72.11,4.5,2.05,-2.45,False,11.4,False,4.0
SHP1461,2026-01-30,Friday,False,West,Road,Carrier A,Electronics,103.1,85.9,27.11,3.0,1.47,-1.53,False,8.5,False,5.0
SHP1462,2026-06-21,Sunday,True,West,Sea,Carrier D,Consumer Goods,2941.9,431.5,224.8,10.0,9.21,-0.79,False,6.1,False,5.0
SHP1463,2026-02-22,Sunday,True,East,Road,Carrier C,Perishables,688.4,844.6,80.63,3.0,2.65,-0.35,False,9.9,False,5.0
SHP1464,2026-05-18,Monday,False,Central,Sea,Carrier B,Consumer Goods,3558.5,527.6,220.46,10.0,9.64,-0.36,False,10.7,False,4.5
SHP1465,2026-03-28,Saturday,True,South,Sea,Carrier C,Electronics,831.2,213.6,204.65,10.0,4.76,-5.24,False,8.1,False,4.5
SHP1466,2026-06-29,Monday,False,South,Road,Carrier B,Electronics,414.5,192.3,33.63,3.0,2.0,-1.0,False,8.8,False,4.5
SHP1467,2026-06-26,Friday,False,Central,Sea,Carrier C,Consumer Goods,3497.1,490.4,237.0,10.0,9.12,-0.88,False,5.9,False,5.0
SHP1468,2026-05-19,Tuesday,False,South,Road,Carrier A,Machinery,20.0,744.4,23.05,3.0,0.5,-2.5,False,6.8,False,4.5
SHP1469,2026-06-13,Saturday,True,Central,Sea,Carrier B,Consumer Goods,3529.0,187.8,243.68,10.0,10.34,0.34,True,7.8,False,4.0
SHP1470,2026-06-10,Wednesday,False,North,Road,Carrier D,Perishables,247.3,682.7,39.07,3.0,1.64,-1.36,False,8.7,False,4.0
SHP1471,2026-06-24,Wednesday,False,Central,Sea,Carrier D,Machinery,1297.3,270.1,219.78,10.0,5.85,-4.15,False,7.3,False,5.0
SHP1472,2026-01-13,Tuesday,False,North,Sea,Carrier D,Machinery,5425.4,377.7,221.42,10.0,12.94,2.94,True,7.8,False,3.0
SHP1473,2026-02-09,Monday,False,Central,Sea,Carrier B,Machinery,2230.9,981.5,225.74,10.0,6.7,-3.3,False,8.3,False,4.5
SHP1474,2026-03-30,Monday,False,East,Air,Carrier C,Machinery,1332.9,2383.6,1159.56,1.5,1.4,-0.1,False,6.5,False,4.5
SHP1475,2026-03-09,Monday,False,Central,Road,Carrier B,Machinery,313.9,505.7,35.84,3.0,1.47,-1.53,False,8.0,False,4.5
SHP1476,2026-02-11,Wednesday,False,North,Road,Carrier B,Textiles,450.4,136.7,29.87,3.0,1.73,-1.27,False,10.8,False,5.0
SHP1477,2026-05-27,Wednesday,False,East,Road,Carrier A,Perishables,803.3,1226.5,102.67,3.0,1.89,-1.11,False,7.3,False,4.0
SHP1478,2026-04-04,Saturday,True,Central,Road,Carrier C,Consumer Goods,210.8,896.7,43.95,3.0,2.18,-0.82,False,6.7,False,4.0
SHP1479,2026-01-19,Monday,False,East,Rail,Carrier A,Perishables,792.6,422.6,74.88,4.5,3.07,-1.43,False,12.7,False,5.0
SHP1480,2026-01-23,Friday,False,West,Road,Carrier B,Machinery,474.2,811.5,59.71,3.0,2.17,-0.83,False,9.0,False,4.5
SHP1481,2026-02-23,Monday,False,West,Sea,Carrier D,Perishables,2457.4,348.1,210.77,10.0,7.41,-2.59,False,7.0,False,4.5
SHP1482,2026-03-06,Friday,False,East,Rail,Carrier A,Machinery,787.0,1078.2,100.8,4.5,2.36,-2.14,False,9.8,False,4.5
SHP1483,2026-05-20,Wednesday,False,West,Sea,Carrier A,Consumer Goods,4213.4,392.9,235.87,10.0,10.23,0.23,True,9.0,False,4.0
SHP1484,2026-01-24,Saturday,True,East,Road,Carrier A,Electronics,298.9,129.4,30.54,3.0,2.53,-0.47,False,7.4,False,4.5
SHP1485,2026-02-03,Tuesday,False,Central,Sea,Carrier D,Electronics,3093.6,264.6,205.54,10.0,8.81,-1.19,False,8.4,False,4.0
SHP1486,2026-02-22,Sunday,True,North,Sea,Carrier B,Electronics,2982.4,46.0,237.96,10.0,9.48,-0.52,False,7.9,False,5.0
SHP1487,2026-05-16,Saturday,True,South,Road,Carrier B,Machinery,429.2,1227.3,80.62,3.0,2.25,-0.75,False,10.5,False,4.0
SHP1488,2026-01-18,Sunday,True,Central,Rail,Carrier D,Consumer Goods,985.1,925.4,100.06,4.5,3.31,-1.19,False,9.9,False,4.5
SHP1489,2026-02-26,Thursday,False,Central,Air,Carrier D,Electronics,2210.6,79.9,185.68,1.5,1.56,0.06,True,4.2,False,4.5
SHP1490,2026-04-22,Wednesday,False,East,Road,Carrier B,Consumer Goods,837.5,578.1,73.38,3.0,2.31,-0.69,False,12.3,False,4.0
SHP1491,2026-01-05,Monday,False,West,Road,Carrier C,Perishables,20.0,252.3,25.29,3.0,0.91,-2.09,False,7.9,False,4.5
SHP1492,2026-06-03,Wednesday,False,South,Road,Carrier C,Textiles,416.5,360.2,38.46,3.0,1.67,-1.33,False,11.9,False,4.5
SHP1493,2026-06-07,Sunday,True,North,Road,Carrier C,Consumer Goods,177.1,715.3,32.84,3.0,1.93,-1.07,False,9.9,False,4.5
SHP1494,2026-01-13,Tuesday,False,East,Road,Carrier A,Perishables,372.9,819.3,48.95,3.0,1.53,-1.47,False,9.0,False,5.0
SHP1495,2026-03-24,Tuesday,False,South,Road,Carrier D,Textiles,626.2,336.9,46.96,3.0,2.3,-0.7,False,8.3,False,4.5
SHP1496,2026-01-29,Thursday,False,East,Road,Carrier B,Electronics,689.6,234.5,37.08,3.0,1.5,-1.5,False,14.0,False,4.0
SHP1497,2026-01-03,Saturday,True,North,Road,Carrier A,Electronics,698.9,345.7,49.84,3.0,2.5,-0.5,False,8.0,False,4.0
SHP1498,2026-03-31,Tuesday,False,Central,Sea,Carrier B,Perishables,4982.4,472.5,230.11,10.0,12.15,2.15,True,7.2,False,3.5
SHP1499,2026-04-14,Tuesday,False,Central,Road,Carrier A,Electronics,415.2,195.7,32.91,3.0,2.29,-0.71,False,7.3,False,4.5
SHP1500,2026-05-03,Sunday,True,West,Sea,Carrier A,Machinery,5178.2,1527.7,399.06,10.0,14.46,4.46,True,8.5,False,1.5
SHP1501,2026-03-17,Tuesday,False,East,Road,Carrier C,Textiles,769.4,767.7,80.79,3.0,2.57,-0.43,False,8.5,False,4.5
SHP1502,2026-05-10,Sunday,True,South,Road,Carrier A,Textiles,477.8,19.7,26.65,3.0,3.0,0.0,False,10.5,False,4.5
SHP1503,2026-04-18,Saturday,True,West,Road,Carrier B,Electronics,685.4,211.2,41.42,3.0,2.79,-0.21,False,10.0,False,4.5
SHP1504,2026-06-05,Friday,False,West,Road,Carrier B,Perishables,458.2,773.2,64.06,3.0,2.16,-0.84,False,10.0,False,4.0
SHP1505,2026-03-23,Monday,False,North,Road,Carrier A,Machinery,732.0,2472.6,199.15,3.0,2.32,-0.68,False,8.0,False,4.0
SHP1506,2026-03-18,Wednesday,False,Central,Rail,Carrier D,Consumer Goods,843.4,397.2,75.64,4.5,2.71,-1.79,False,9.9,False,3.5
SHP1507,2026-01-02,Friday,False,Central,Road,Carrier A,Electronics,328.1,232.8,26.95,3.0,1.8,-1.2,False,10.1,False,4.5
SHP1508,2026-05-07,Thursday,False,Central,Rail,Carrier B,Consumer Goods,508.0,315.1,65.86,4.5,2.43,-2.07,False,8.3,False,4.0
SHP1509,2026-05-15,Friday,False,West,Rail,Carrier B,Machinery,839.2,602.0,93.63,4.5,2.29,-2.21,False,9.1,False,5.0
SHP1510,2026-01-26,Monday,False,West,Road,Carrier A,Textiles,466.9,412.2,46.79,3.0,1.94,-1.06,False,10.1,False,4.5
SHP1511,2026-03-29,Sunday,True,South,Road,Carrier A,Textiles,260.8,134.7,31.54,3.0,2.55,-0.45,False,8.9,False,4.0
SHP1512,2026-01-16,Friday,False,Central,Air,Carrier C,Electronics,1624.9,134.3,178.91,1.5,1.15,-0.35,False,9.1,False,5.0
SHP1513,2026-05-31,Sunday,True,Central,Road,Carrier D,Electronics,344.7,65.8,29.33,3.0,1.83,-1.17,False,11.3,False,5.0
SHP1514,2026-06-17,Wednesday,False,North,Road,Carrier A,Machinery,234.6,394.8,35.4,3.0,1.42,-1.58,False,8.9,False,5.0
SHP1515,2026-03-14,Saturday,True,North,Sea,Carrier C,Perishables,4743.1,354.8,271.34,10.0,12.49,2.49,True,7.3,False,2.5
SHP1516,2026-02-01,Sunday,True,South,Road,Carrier C,Consumer Goods,692.4,912.0,90.59,3.0,2.78,-0.22,False,5.8,False,4.5
SHP1517,2026-01-15,Thursday,False,West,Rail,Carrier D,Textiles,1261.0,756.9,109.99,4.5,4.07,-0.43,False,8.7,False,5.0
SHP1518,2026-05-21,Thursday,False,Central,Sea,Carrier B,Electronics,3399.0,228.5,214.52,10.0,8.79,-1.21,False,7.8,False,5.0
SHP1519,2026-01-05,Monday,False,North,Road,Carrier B,Machinery,445.5,1560.8,86.86,3.0,1.61,-1.39,False,10.1,False,4.0
SHP1520,2026-03-15,Sunday,True,East,Road,Carrier B,Perishables,237.4,1350.7,56.03,3.0,2.04,-0.96,False,11.7,False,4.5
SHP1521,2026-02-21,Saturday,True,South,Road,Carrier C,Textiles,532.9,273.6,42.57,3.0,2.33,-0.67,False,6.4,False,4.0
SHP1522,2026-03-18,Wednesday,False,Central,Road,Carrier D,Machinery,483.9,1189.2,82.94,3.0,1.03,-1.97,False,6.7,False,5.0
SHP1523,2026-06-18,Thursday,False,Central,Road,Carrier A,Consumer Goods,1018.8,342.0,59.55,3.0,1.97,-1.03,False,8.5,False,4.5
SHP1524,2026-06-30,Tuesday,False,Central,Rail,Carrier B,Consumer Goods,1280.5,782.9,94.87,4.5,3.59,-0.91,False,6.9,False,5.0
SHP1525,2026-04-20,Monday,False,East,Road,Carrier D,Machinery,513.0,2150.4,112.71,3.0,1.75,-1.25,False,8.1,False,4.5
SHP1526,2026-06-27,Saturday,True,South,Road,Carrier D,Machinery,441.7,2551.7,148.61,3.0,2.17,-0.83,False,7.4,False,4.5
SHP1527,2026-05-23,Saturday,True,South,Sea,Carrier D,Consumer Goods,4701.6,278.0,247.68,10.0,11.93,1.93,True,6.5,False,3.0
SHP1528,2026-04-16,Thursday,False,North,Sea,Carrier C,Perishables,2401.1,548.9,230.26,10.0,8.01,-1.99,False,10.2,False,4.0
SHP1529,2026-05-07,Thursday,False,Central,Rail,Carrier B,Electronics,1298.9,253.3,75.96,4.5,3.92,-0.58,False,8.7,False,4.5
SHP1530,2026-01-07,Wednesday,False,West,Road,Carrier C,Perishables,232.6,1826.2,72.09,3.0,2.06,-0.94,False,12.2,False,4.0
SHP1531,2026-02-09,Monday,False,Central,Rail,Carrier C,Electronics,703.5,160.2,62.75,4.5,2.58,-1.92,False,9.2,False,4.0
SHP1532,2026-06-05,Friday,False,Central,Road,Carrier A,Machinery,82.4,315.3,29.78,3.0,1.26,-1.74,False,11.1,False,4.5
SHP1533,2026-06-09,Tuesday,False,East,Road,Carrier B,Machinery,572.8,2019.2,131.51,3.0,1.78,-1.22,False,7.0,False,4.0
SHP1534,2026-04-09,Thursday,False,West,Road,Carrier C,Machinery,500.0,336.0,34.98,3.0,1.57,-1.43,False,7.0,False,4.5
SHP1535,2026-05-23,Saturday,True,Central,Sea,Carrier A,Electronics,2826.2,425.7,226.02,10.0,9.0,-1.0,False,12.9,False,4.0
SHP1536,2026-03-26,Thursday,False,Central,Road,Carrier C,Consumer Goods,264.2,659.9,38.72,3.0,1.01,-1.99,False,7.3,False,4.0
SHP1537,2026-03-06,Friday,False,South,Road,Carrier C,Perishables,725.7,815.8,85.13,3.0,2.56,-0.44,False,6.6,False,4.0
SHP1538,2026-05-12,Tuesday,False,East,Road,Carrier D,Machinery,423.3,1215.1,78.29,3.0,1.34,-1.66,False,6.2,False,4.5
SHP1539,2026-01-11,Sunday,True,North,Road,Carrier A,Textiles,296.5,176.4,32.99,3.0,2.83,-0.17,False,12.3,False,5.0
SHP1540,2026-04-18,Saturday,True,Central,Sea,Carrier A,Perishables,5806.3,794.0,302.38,10.0,14.19,4.19,True,8.0,False,2.0
SHP1541,2026-01-26,Monday,False,West,Air,Carrier C,Electronics,1340.1,61.2,135.59,1.5,1.07,-0.43,False,9.3,False,4.0
SHP1542,2026-06-14,Sunday,True,South,Air,Carrier A,Electronics,2597.0,90.3,229.82,1.5,1.62,0.12,True,8.8,False,4.5
SHP1543,2026-05-31,Sunday,True,West,Road,Carrier C,Consumer Goods,219.8,722.3,38.07,3.0,2.42,-0.58,False,7.1,False,4.5
SHP1544,2026-03-26,Thursday,False,West,Road,Carrier C,Consumer Goods,379.0,332.9,36.05,3.0,1.88,-1.12,False,7.9,False,5.0
SHP1545,2026-06-17,Wednesday,False,South,Road,Carrier A,Machinery,550.5,1459.5,115.72,3.0,1.79,-1.21,False,10.2,False,5.0
SHP1546,2026-05-31,Sunday,True,North,Road,Carrier B,Electronics,438.4,186.1,33.48,3.0,2.19,-0.81,False,6.0,False,4.0
SHP1547,2026-05-03,Sunday,True,West,Road,Carrier B,Textiles,498.8,285.2,36.67,3.0,3.06,0.06,True,9.8,False,4.0
SHP1548,2026-05-24,Sunday,True,East,Air,Carrier B,Consumer Goods,1422.8,420.1,288.69,1.5,2.02,0.52,True,11.4,False,5.0
SHP1549,2026-03-09,Monday,False,West,Road,Carrier D,Consumer Goods,130.4,675.7,39.26,3.0,1.28,-1.72,False,9.1,False,5.0
SHP1550,2026-04-14,Tuesday,False,East,Road,Carrier D,Electronics,743.1,247.3,42.7,3.0,2.57,-0.43,False,11.2,False,4.5
SHP1551,2026-03-21,Saturday,True,Central,Road,Carrier C,Electronics,354.4,85.8,27.87,3.0,2.59,-0.41,False,5.8,False,4.5
SHP1552,2026-06-08,Monday,False,East,Road,Carrier C,Machinery,507.8,900.8,65.17,3.0,2.21,-0.79,False,4.8,False,4.5
SHP1553,2026-02-22,Sunday,True,East,Road,Carrier B,Perishables,590.4,1798.1,123.28,3.0,2.6,-0.4,False,9.0,False,5.0
SHP1554,2026-04-16,Thursday,False,Central,Sea,Carrier D,Perishables,3870.5,428.8,198.43,10.0,10.58,0.58,True,7.3,False,4.0
